"id","priority","domain","control","context","condition","automationLayer","instruction","expected","evidenceRequired","releaseBlocking","status"
"QA-VISUAL-BRAND-044","P2","Susan Drury Visual Brand","button and border styling","login","dependency_failure","static-analysis","In login, verify button and border styling under a database, storage, network, or downstream dependency failure.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-045","P2","Susan Drury Visual Brand","button and border styling","login","recovery","static-analysis","In login, verify button and border styling under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-046","P2","Susan Drury Visual Brand","button and border styling","member dashboard","nominal","static-analysis","In member dashboard, verify button and border styling under the expected valid state.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-047","P2","Susan Drury Visual Brand","button and border styling","member dashboard","invalid","static-analysis","In member dashboard, verify button and border styling under invalid, missing, or unauthorized input.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-048","P2","Susan Drury Visual Brand","button and border styling","member dashboard","boundary","static-analysis","In member dashboard, verify button and border styling under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-049","P2","Susan Drury Visual Brand","button and border styling","member dashboard","dependency_failure","static-analysis","In member dashboard, verify button and border styling under a database, storage, network, or downstream dependency failure.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-050","P2","Susan Drury Visual Brand","button and border styling","member dashboard","recovery","static-analysis","In member dashboard, verify button and border styling under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-051","P2","Susan Drury Visual Brand","button and border styling","content pages","nominal","static-analysis","In content pages, verify button and border styling under the expected valid state.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-052","P2","Susan Drury Visual Brand","button and border styling","content pages","invalid","static-analysis","In content pages, verify button and border styling under invalid, missing, or unauthorized input.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-053","P2","Susan Drury Visual Brand","button and border styling","content pages","boundary","static-analysis","In content pages, verify button and border styling under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-054","P2","Susan Drury Visual Brand","button and border styling","content pages","dependency_failure","static-analysis","In content pages, verify button and border styling under a database, storage, network, or downstream dependency failure.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-055","P2","Susan Drury Visual Brand","button and border styling","content pages","recovery","static-analysis","In content pages, verify button and border styling under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-056","P2","Susan Drury Visual Brand","button and border styling","administrator workspace","nominal","static-analysis","In administrator workspace, verify button and border styling under the expected valid state.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-057","P2","Susan Drury Visual Brand","button and border styling","administrator workspace","invalid","static-analysis","In administrator workspace, verify button and border styling under invalid, missing, or unauthorized input.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-058","P2","Susan Drury Visual Brand","button and border styling","administrator workspace","boundary","static-analysis","In administrator workspace, verify button and border styling under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-059","P2","Susan Drury Visual Brand","button and border styling","administrator workspace","dependency_failure","static-analysis","In administrator workspace, verify button and border styling under a database, storage, network, or downstream dependency failure.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-060","P2","Susan Drury Visual Brand","button and border styling","administrator workspace","recovery","static-analysis","In administrator workspace, verify button and border styling under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-061","P2","Susan Drury Visual Brand","mandala and imagery use","login","nominal","static-analysis","In login, verify mandala and imagery use under the expected valid state.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-062","P2","Susan Drury Visual Brand","mandala and imagery use","login","invalid","static-analysis","In login, verify mandala and imagery use under invalid, missing, or unauthorized input.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-063","P2","Susan Drury Visual Brand","mandala and imagery use","login","boundary","static-analysis","In login, verify mandala and imagery use under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-064","P2","Susan Drury Visual Brand","mandala and imagery use","login","dependency_failure","static-analysis","In login, verify mandala and imagery use under a database, storage, network, or downstream dependency failure.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-065","P2","Susan Drury Visual Brand","mandala and imagery use","login","recovery","static-analysis","In login, verify mandala and imagery use under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-066","P2","Susan Drury Visual Brand","mandala and imagery use","member dashboard","nominal","static-analysis","In member dashboard, verify mandala and imagery use under the expected valid state.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-067","P2","Susan Drury Visual Brand","mandala and imagery use","member dashboard","invalid","static-analysis","In member dashboard, verify mandala and imagery use under invalid, missing, or unauthorized input.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-068","P2","Susan Drury Visual Brand","mandala and imagery use","member dashboard","boundary","static-analysis","In member dashboard, verify mandala and imagery use under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-069","P2","Susan Drury Visual Brand","mandala and imagery use","member dashboard","dependency_failure","static-analysis","In member dashboard, verify mandala and imagery use under a database, storage, network, or downstream dependency failure.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-070","P2","Susan Drury Visual Brand","mandala and imagery use","member dashboard","recovery","static-analysis","In member dashboard, verify mandala and imagery use under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-071","P2","Susan Drury Visual Brand","mandala and imagery use","content pages","nominal","static-analysis","In content pages, verify mandala and imagery use under the expected valid state.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-072","P2","Susan Drury Visual Brand","mandala and imagery use","content pages","invalid","static-analysis","In content pages, verify mandala and imagery use under invalid, missing, or unauthorized input.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-073","P2","Susan Drury Visual Brand","mandala and imagery use","content pages","boundary","static-analysis","In content pages, verify mandala and imagery use under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-074","P2","Susan Drury Visual Brand","mandala and imagery use","content pages","dependency_failure","static-analysis","In content pages, verify mandala and imagery use under a database, storage, network, or downstream dependency failure.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-075","P2","Susan Drury Visual Brand","mandala and imagery use","content pages","recovery","static-analysis","In content pages, verify mandala and imagery use under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-076","P2","Susan Drury Visual Brand","mandala and imagery use","administrator workspace","nominal","static-analysis","In administrator workspace, verify mandala and imagery use under the expected valid state.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-077","P2","Susan Drury Visual Brand","mandala and imagery use","administrator workspace","invalid","static-analysis","In administrator workspace, verify mandala and imagery use under invalid, missing, or unauthorized input.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-078","P2","Susan Drury Visual Brand","mandala and imagery use","administrator workspace","boundary","static-analysis","In administrator workspace, verify mandala and imagery use under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-079","P2","Susan Drury Visual Brand","mandala and imagery use","administrator workspace","dependency_failure","static-analysis","In administrator workspace, verify mandala and imagery use under a database, storage, network, or downstream dependency failure.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-VISUAL-BRAND-080","P2","Susan Drury Visual Brand","mandala and imagery use","administrator workspace","recovery","static-analysis","In administrator workspace, verify mandala and imagery use under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must use the approved Lora, ivory, navy, gold, teal, pill, hairline, and mandala system consistently without decorative overload; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","false","not-run"
"QA-SECURITY-PRIVACY-001","P0","Security and Privacy","secret handling","browser request","nominal","unit-or-component","In browser request, verify secret handling under the expected valid state.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-002","P0","Security and Privacy","secret handling","browser request","invalid","unit-or-component","In browser request, verify secret handling under invalid, missing, or unauthorized input.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-003","P0","Security and Privacy","secret handling","browser request","boundary","unit-or-component","In browser request, verify secret handling under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-004","P0","Security and Privacy","secret handling","browser request","dependency_failure","unit-or-component","In browser request, verify secret handling under a database, storage, network, or downstream dependency failure.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-005","P0","Security and Privacy","secret handling","browser request","recovery","unit-or-component","In browser request, verify secret handling under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-006","P0","Security and Privacy","secret handling","API request","nominal","integration","In API request, verify secret handling under the expected valid state.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-007","P0","Security and Privacy","secret handling","API request","invalid","integration","In API request, verify secret handling under invalid, missing, or unauthorized input.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-008","P0","Security and Privacy","secret handling","API request","boundary","integration","In API request, verify secret handling under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-009","P0","Security and Privacy","secret handling","API request","dependency_failure","integration","In API request, verify secret handling under a database, storage, network, or downstream dependency failure.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-010","P0","Security and Privacy","secret handling","API request","recovery","integration","In API request, verify secret handling under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-011","P0","Security and Privacy","secret handling","deployment log","nominal","production-smoke","In deployment log, verify secret handling under the expected valid state.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-012","P0","Security and Privacy","secret handling","deployment log","invalid","production-smoke","In deployment log, verify secret handling under invalid, missing, or unauthorized input.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-013","P0","Security and Privacy","secret handling","deployment log","boundary","production-smoke","In deployment log, verify secret handling under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-014","P0","Security and Privacy","secret handling","deployment log","dependency_failure","production-smoke","In deployment log, verify secret handling under a database, storage, network, or downstream dependency failure.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-015","P0","Security and Privacy","secret handling","deployment log","recovery","production-smoke","In deployment log, verify secret handling under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-016","P0","Security and Privacy","secret handling","repository and generated artifacts","nominal","static-analysis","In repository and generated artifacts, verify secret handling under the expected valid state.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-017","P0","Security and Privacy","secret handling","repository and generated artifacts","invalid","static-analysis","In repository and generated artifacts, verify secret handling under invalid, missing, or unauthorized input.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-018","P0","Security and Privacy","secret handling","repository and generated artifacts","boundary","static-analysis","In repository and generated artifacts, verify secret handling under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-019","P0","Security and Privacy","secret handling","repository and generated artifacts","dependency_failure","static-analysis","In repository and generated artifacts, verify secret handling under a database, storage, network, or downstream dependency failure.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-020","P0","Security and Privacy","secret handling","repository and generated artifacts","recovery","static-analysis","In repository and generated artifacts, verify secret handling under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-021","P0","Security and Privacy","input and path handling","browser request","nominal","unit-or-component","In browser request, verify input and path handling under the expected valid state.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-022","P0","Security and Privacy","input and path handling","browser request","invalid","unit-or-component","In browser request, verify input and path handling under invalid, missing, or unauthorized input.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-023","P0","Security and Privacy","input and path handling","browser request","boundary","unit-or-component","In browser request, verify input and path handling under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-024","P0","Security and Privacy","input and path handling","browser request","dependency_failure","unit-or-component","In browser request, verify input and path handling under a database, storage, network, or downstream dependency failure.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-025","P0","Security and Privacy","input and path handling","browser request","recovery","unit-or-component","In browser request, verify input and path handling under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-026","P0","Security and Privacy","input and path handling","API request","nominal","integration","In API request, verify input and path handling under the expected valid state.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-027","P0","Security and Privacy","input and path handling","API request","invalid","integration","In API request, verify input and path handling under invalid, missing, or unauthorized input.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-028","P0","Security and Privacy","input and path handling","API request","boundary","integration","In API request, verify input and path handling under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-029","P0","Security and Privacy","input and path handling","API request","dependency_failure","integration","In API request, verify input and path handling under a database, storage, network, or downstream dependency failure.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-030","P0","Security and Privacy","input and path handling","API request","recovery","integration","In API request, verify input and path handling under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-031","P0","Security and Privacy","input and path handling","deployment log","nominal","production-smoke","In deployment log, verify input and path handling under the expected valid state.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must complete successfully with accurate, user-visible confirmation.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-032","P0","Security and Privacy","input and path handling","deployment log","invalid","production-smoke","In deployment log, verify input and path handling under invalid, missing, or unauthorized input.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must fail closed with a calm, specific, non-enumerating error.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-033","P0","Security and Privacy","input and path handling","deployment log","boundary","production-smoke","In deployment log, verify input and path handling under minimum, maximum, empty, duplicate, expired, and unusual boundary values.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must handle every boundary deterministically without truncation, corruption, or ambiguous state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-034","P0","Security and Privacy","input and path handling","deployment log","dependency_failure","production-smoke","In deployment log, verify input and path handling under a database, storage, network, or downstream dependency failure.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must preserve data integrity, expose no secret, and provide a recoverable failure state.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
"QA-SECURITY-PRIVACY-035","P0","Security and Privacy","input and path handling","deployment log","recovery","production-smoke","In deployment log, verify input and path handling under retry, refresh, reconnect, rollback, and recovery after interruption.","The membership app must expose no password, token, private URL, storage secret, or cross-user data and leave an auditable safe failure path; it must recover idempotently without duplicate records, stale authorization, or hidden partial work.","Automated assertion, screenshot, API response, database assertion, or documented manual observation","true","not-run"
